;SLYR The Bloody Dutchman.mvar;Small Slayer Ship map. Compatable with all small slayer gametypes. (1-6 players);;;0;;;;
;SLYR Tethered.mvar;UNSC Orbital Universal Docking Platform. Supports 4 to 8 Players and TS/FFA.  ;;;0;;;;
;MINI HALO - Phazon's HALO.mvar;HALO map with a colorful, lit up track at night! Use with infection GT HALO. 8-16p. Edited by Yuwuyuwukowo and xDangles25x.;;;1;;;;
;MINI Crate Parade.mvar;CAUTION: Extremely difficult. Dodge the incoming crates to score. Use with "Crate Parade" gametype. 1-12 players;;;0;;;;
;MINI Crossfire.mvar;Dodge mortars as you try to take out the opposite team with your own mortars! Supports 6v6 max. Use KOTH gametype Crossfire.;;;0;;;;
;SLYR Treasury 2v2.mvar;Community map from JoeSki73. 2v2 Map Variant with reduced power weapon ammo.;;;0;;;;
;SLYR Vaulted.mvar;An ancient cathedral atop a massive pillar in the sea. 4-8 players recommended.;;;0;;;;
;BTB Sustenance.mvar;Perhaps, the functionality of this lost control sation was a possible Forerunner observatory. 10-16 Players recommended.;;;0;;;;
;SLYR Wake.mvar;Asymmetrical 1v1 / 2v2 map.;;;0;;;;
;MINI DO NOT FALL!!.mvar;Jaws, but with harder parkour. Use with Infection gametype DO NOT FALL!! Up to 16p.;;;0;;;;
;MINI Dodge Ball (Trusty Sn00ze's).mvar;Dodge the rockets. Use with "Dodge Ball" gametype. (4-16 players);;;0;;;;
;MINI Duckies VS Warthogs.mvar;Duckies have to dodge the warthogs. 2-10 players recommended. Use with infection GT Vehicular Manslaughter;;;0;;;;
;MINI Dust on the Ground.mvar;For use with KoTH GT "Lucky Landers" gametype. 4-16 players.;;;0;;;;
;SLYR Turf.mvar;1x1 Halo 2 remake of Turf. Slayer, CTF, KoTH, Territories, Headhunter and Oddball. Made by Gamefreak1792. 6-10p.;;;0;;;;
;SLYR Triumvirate B.mvar;Though we may never fully understand these devices, it is not our nature to leave ancient stones unturned. 6-12 players.;;;0;;;;
;MINI Fallin' Falcons TRUE.mvar;Falcons dodge stuns, zombies stun Falcons - Use with infection GT Fallin' Falcons;;;0;;;;
;MINI Flip Your Banshee.mvar;Use with GT: Flip your banshee. (8-16 players);;;0;;;;
;MINI Floormaster.mvar;The floor, it's moving! Use game mode Floormaster;;;0;;;;
;MINI Four Corners.mvar;By And S3655. Use with infection gametype Sharks and Minnows;;;0;;;;
;MINI Frogger (Tanks).mvar;A tank tries to kill the Warthog drivers before they get to the powerup! Large lobbies work best. Use with infection GT Frogger;;;0;;;;
;MINI Frogger.mvar;Frogs have to dodge oncoming traffic! Use with infection GT Frogger;;;0;;;;
;MINI Ghostbusters - Foundry.mvar;Use with infection "Ghostbusters" gametype. (4-16 players);;;0;;;;
;MINI Ghostbusters.mvar;Use with "Ghostbusters" infection gametype;;;0;;;;
;MINI Grab and Hold.mvar;Grab and Hold Armor Lock. Stop the vehicles from getting through. Use with "Armor Walkers" gametype. (2-16 players);;;0;;;;
;MINI Hall of Balls.mvar;You want insane? Proceed with caution. Use with "This is 2 Hard 4 U" insane gametype. 1-16 players;;;0;;;;
;MINI Hide & Seek (Willy's).mvar;You have 30 seconds to find a place to hide. Works with the infection gametype Hide & Seek (Willy's).;;;0;;;;
;MINI Hogs From Heck.mvar;The hogs are back from below, and they want your soul. Use with "Sunday Driver" gametype. 8-16 players;;;0;;;;
;MINI How We Roll.mvar;(PLAY WITH GAMETYPE "This is") 8-16 Players. Show these mothers how you roll. Made by Prodigious 7k.;;;0;;;;
;MINI Ice Breaker.mvar;Use with infection GT Tread Lightly;;;0;;;;
;MINI Ice Cream Man.mvar;The classic Halo game with my own added twist. By Tonny T (For use with Ice Cream Man gametype};;;0;;;;
;MINI Imperial Star Destroyer.mvar;Fun_new_minigame_play_action_sack_gametype_Speedpile_8-16_players.;;;0;;;;
;MINI Jaws.mvar;Climb to the top or die trying. Use with Jaws infection gametype. 2-16 players.;;;0;;;;
;MINI Jump Rope.mvar;Balance yourself on a rope while dodging the incoming traffic. Use with "Jump Rope" gametype. 8-16 players;;;0;;;;
;MINI King of the Hog.mvar; Hold the warthog for as long as you can. Use with action sack gametype "Hog Potato". (4-16 players);;;0;;;;
;MINI Knock 'Em.mvar;Knock the humans off the pipe! Use with infection gametype Push. 12-16 players recommended.;;;0;;;;
;MINI Knockin' Zombs.mvar;GT "Knockin' Zombies" Jpack Ed. (4-16 players);;;0;;;;
;MINI Landslide 4.0.mvar;Get to the top while avoiding the debris. Use with action sack gametype "Insane DK". (2-16 players);;;0;;;;
;MINI Laser Dodgeball.mvar;Dodgeball, but with giant golf bals (and lasers). Survive to earn points. Use with "Laser Dodgeball" KoTH GT. (2-10 players);;;0;;;;
;MINI Laser Pond.mvar;Don't fall off! Infection Gametype: Rocket/Laser Pond (Medium to large lobbies);;;0;;;;
;MINI Meteor Run.mvar;A meteor shower is on its way.  Stay alive and score! 8-16 players. Use Action Sack GT Meteor Shower;;;0;;;;
;MINI Michael Myers.mvar;Use with infection gametype "Michael Myers". 10-16 players recommended.;;;0;;;;
;MINI Mole Massacre.mvar;The moles are coming! Use your trusty hammer to whack them! Use infection gametype Mole Massacre. 12-16 players recommended.;;;0;;;;
;MINI Munchies.mvar;Get in a Banshee and scarf down some tasty golf balls! Use with Action Sack GT Munchies. 2-4 players supported.;;;0;;;;
;MINI Musical Chairs.mvar;Use with GT "Musical Chairs" (3-16 players);;;0;;;;
;MINI Nom Nom 1.8.4.mvar;Nom Nom 1.8.4. Use with "Yum Yum" stockpile gamtype. (4-16 players);;;0;;;;
;MINI Paratroopers.mvar;Dodge hellfire as you descend to the ground! Use with infection gametype Free Fall. 6-16 players recommended.;;;0;;;;
;MINI PB - Back to the Future.mvar;Use invasion gametype Purple Bunker. 8-16 players recommended;;;0;;;;
;OBJ War.mvar;Fight to unlock Halo's secrets. Invasion gametype Invasion (S). For 10-12 players.;;;0;;;;
;MINI Penguin Patrol.mvar;Protecc teh penguin from bulies!!1! KOTH gametype King of the Penguin. 2v2v2v2 recommended, 16 players supported.;;;0;;;;
;MINI Plasma Dodgers.mvar;Originally called "THE COLLISEUM". Banshees dodge zombies shooting plasmas! Infection GT Plasma Dodgers, supports 16p.;;;0;;;;
;MINI Plummeting Pilots Arena.mvar;Use with gametype Plummeting Pilots. Map originally made by Minister Muffin, but I took it and modified it for this gametype. ;;;0;;;;
;MINI Portal Runners.mvar;Run to the end without falling into a hole! By R4M3N Noodles + Lord Zedd. Up to 16p. Infection gametype Portal Runner.;;;0;;;;
;MINI Propane Storage .mvar;Use with inf " Propulsion " gametype. 8-16 players.;;;0;;;;
;MINI Protect Your Flags.mvar;Use with game mode Protect Your Flags - 8-16 players;;;0;;;;
;MINI Raindrops.mvar;Dodge the raindrops! Use with infection gametype "Fallin' on my Head". Up to 16p.;;;0;;;;
;MINI Rocket Pond.mvar;don't fall off! Infection Gametype: Rocket/Laser Pond (Medium to large lobbies);;;0;;;;
;MINI Rotation.mvar;Some question the usefulness of this nauseating combat simulation... Up to 16p, use with Slayer gametype Spin.;;;0;;;;
;MINI Rotunda 2.0.mvar;Control the Vehicle to Earn Points. Teams of 2-4. Use with KoTH gametype "Rotunda Hill". (4-16 players);;;0;;;;
;MINI Run From Barney (Red's).mvar;2-16 players. By Code Red Spy. Can't be an elite.;;;0;;;;
;MINI Run From Barney 5.0.mvar;By Fr0w0sted And S3655. Use with infection gametype Run From Barney;;;0;;;;
;MINI Run From Barney `.mvar;Run from Barney as fast as you can. Don't get caught. Use with infection gametype "Run from Barney". (2-16 players);;;0;;;;
;MINI Run from Purple Boi.mvar;Use with infection gametype Run From Barney. Edit by nekobird.;;;0;;;;
;MINI Run From Zombert.mvar;Somebody forgot to feed Zombert, escape to the boat! Use infection gametype Run From Zombert (6-16 players recommended);;;0;;;;
;MINI SD[I] - Trenches.mvar;Spartan Defense series! (Tower Defense mini game) Play with action sack gametype "007SD". 6~10p recommended, 16 supported;;;0;;;;
;MINI Sharks and Minnows.mvar;Sharks and Minnows just like when you were a kid. Use with "Sharks and Minnows" Infection gametype. (8-16 players);;;0;;;;
;MINI Soccerball Mayham!.mvar;Use with KoTH GT Dem Balls!;;;0;;;;
;MINI Speed.mvar;Feel the need for speed with the longest covered runway in Halo Reach. Use with "NASCAR" gametype. 4-16 players ---- v1.1;;;0;;;;
;MINI Stealin' Your Flags 4v4.mvar;4v4 Speedpile.  Download 8v8 Stockpile version on my Fileshare.  -RPAL Use with Action Sack In Your Base Variant;;;0;;;;
;MINI Stealin' Your Flags 8v8.mvar;Designed for 8-16 players.  Drive Safely. Use with In Your Base Stockpile Variant;;;0;;;;
;MINI Stepping Stones.mvar;Jump to the end to take revenge on the Falcon trying to knock you off! Use with infection GT "Stepping Stones". 2-16 players;;;0;;;;
;MINI Storage Chambers.mvar;Infection gametype HoloGuard. 8-16 players.;;;0;;;;
;MINI Swordfish.mvar;Fish skewering birds! How the turntables! Use infection gametype "Swordfish". 10-16 players recommended.;;;0;;;;
;MINI Tetris.mvar;Use with KoTH GT Theme A or Oddball GT Theme B;;;0;;;;
;MINI The Alleyway.mvar;Nom Nom with Sniper Rifles. 10-16p recommended. Use with Stockpile GT Scopeless.;;;0;;;;
;MINI The Blood Bowl.mvar;The ultimate hosting arena for "Monday Night Goosin'" and the spin-off "Tuesday Night Goosin'" (GT: Prodigious 7k) (2-16p);;;0;;;;
;MINI The Cretan Labyrinth.mvar;Run from the Minotaur! For use with Peasant Hunt;;;0;;;;
;MINI The Shire.mvar;To be played with infection GT Hobbit Hide&Seek - Map by Cannonball Clam;;;0;;;;
;MINI Toilet.mvar;This guy has some serious bowel problems. Dont get flushed! Use with "Flushing" insane gametype. 2-16 players;;;0;;;;
;MINI Tornado Arena.mvar;Funnel shaped map by HI IM CAPS LOCK. Use with KoTH gametype "Let's Torado Time". 2-16 players;;;0;;;;
;MINI Toy Factory (Tetris).mvar;There is a evil man burying you with freshly made toys. What will you do about it? Use with "Theme B" gametype. 2-16 players;;;0;;;;
;MINI Trinkets.mvar;Use with game mode Tumbling;;;0;;;;
;MINI Whac-a-Mole.mvar;Shoot the moles because they are scoring points! Use KoTH GT Whac-Them-All!;;;0;;;;
;MINI WOLF.mvar;Lone Wolf simulator. Use with infection gametype LONE.;;;0;;;;
;MINI World of Flanks.mvar;Infection gametype "Tank Strife". Convert everyone to your team to win!;;;0;;;;
;MINI Yahoo.mvar;use w/ Yahtzee;;;0;;;;
;MISC Acid - Arena.mvar;Control the soccer ball to get flag spawns near your side. Use Action Sack GT Flagball. Red and Blue teams only. 4-10 players.;;;0;;;;
;MISC Acid - Stadium.mvar;Use Action Sack gametype Flagball. Supports 4 teams. Coforged_by_Crimsonchin101_D0C Maddness_Verike_spartn126.;;;0;;;;
;MISC Among Us - Tunnels.mvar;For Gamemode: Among Us, Made by Pippen4415;;;0;;;;
;MISC Assassin Array.mvar;An array storing unfathomable amounts of power. For use with Slayer gametype Assassinations. (Assassination Tower map). 2-16p. ;;;0;;;;
;MISC BankShot.mvar;Obliterate your opponent(s) by bouncing grenades off richochet pad. Made by MrFRZ0. Use KOTH gametype BankShot.;;;0;;;;
;MISC Bouncin Bullets.mvar;Ricochet your sniper rounds to kill the other team! Use with slayer GT Bouncin Bullets;;;0;;;;
;MISC C&R - Halo City.mvar;Fun for (infection GT) Cops'n'Robbers!;;;0;;;;
;MISC C&R - Lockdown.mvar;cops and robbers by serack and kb and someother guy who we stole the base map from;;;0;;;;
;MISC C&R - Prisoner Transport.mvar;Small C&R map. 4-8 players recommended. Use infection GT C&R.;;;0;;;;
;MISC C&R - Syn's Prison.mvar;Use infection GT C&R (2-16players);;;0;;;;
;MISC C&R - Ultimate.mvar;Obey the cops, or they might kill you! Use infection GT C&R / C&R Ultimate;;;0;;;;
;MISC Chess Ultimatum.mvar;Map creators: Death by Dogs, thtDARDYspartan.  2 players- played with action sack halo chess gametype;;;0;;;;
;MISC Chess.mvar;Modded Chess! Use with Action Sack GT Chess. 1v1 only, others spectate.;;;0;;;;
;MISC Chessboard.mvar;A chessboard, for Halo.;;;0;;;;
;MISC Club - Epic.mvar;Dance_Baby!_Play_action_sack_speedpile_and_your_own_music_on_this_crazy_epic_club_map! ;;;0;;;;
;MISC Clue - Castle In The Sky.mvar;Use with modded game type "Clue" (4-16p);;;0;;;;
;MISC Clue - Equilibrium.mvar;Clue build of this mind-bending map.  Supports large parties ONLY... 10-16 players Use "Clue Reach" Slayer Game Type;;;0;;;;
;MISC Clue - HC Manor.mvar;HaloCustoms Manor. Use with Clue Gametype. (12p) By iTz Truly Ninja, Yuwuyuwukowo, SeracK2, Mr^3. V2.0 ;;;0;;;;
;MISC Clue - TC Tower.mvar;Have you been injured in a Clue V2.0 accident with 6-14 players? Call the Law Offices of Theorem & Chuck. Sarge. SL GT: "Clue";;;0;;;;
;MISC Clue - The Estate.mvar;Remade from Halo 3, The Estate has the same feel but with quite a few changes from the old version. SL GT: "Clue";;;0;;;;
;MISC DIE's Litesho.mvar;An_awesome_display_of_lights. Play_action_sack_(Funtime)_gametype_or_speedpile.;;;0;;;;
;MISC DMR Tournament Arena.mvar;Fight to the last man standing. Use "Tournament Type" gametype. 2-16 players;;;0;;;;
;MISC Dodgeball Stadium.mvar;Play ball! Use grenades to kill the other team! Use with slayer gametype: Dodgeball PRO. 8~16 players.;;;0;;;;
;MISC FK - 12 Levels.mvar;An extremely long fat kid map. For use with inf GT "FK - 12 Levels". 12-16 players;;;0;;;;
;MISC FK - A Dig to China.mvar;Escape to China as your country is no longer safe, zombies are slow and your shovels are your only hope. Use infection GT Dig;;;0;;;;
;MISC FK - Adventure.mvar;Use infection GT FK - Adventure;;;0;;;;
;MISC FK - Domination.mvar;Fat Kid returns for more blood! Can you survive the onslaught? Armor up and run! Or not... Use infection GT Fat Kid. 12-16p.;;;0;;;;
;MISC FK - Toaster's Fat Kid.mvar;A Fat Kid map with four stories, made by ToasterSmuggler. Play with "Toaster's Fat Kid" infection game type. 4-16p;;;0;;;;
;MISC FWOT - Boneyard.mvar;Use Slayer GT FWOT. Supports 4v4.;;;0;;;;
;MISC FWOT - Breakpoint.mvar;Use with Slayer GT FWOT. Supports 2-8 players (2 teams);;;0;;;;
;MISC FWOT - Bridgeland Valley.mvar;The valley below three massive bridges provides a perfect armour clash. Use slayer GT FWOT. 4v4v4 supported.;;;0;;;;
;MISC FWOT - Bridgeland.mvar;Three massive bridges spanning over a bone dry river valley. Supports 5v5v5 (Red/Blue/Green). Use Slayer GT FWOT.;;;0;;;;
;MISC FWOT - Embarcadero.mvar;Use Slayer GT FWOT. Supports 4v4. Supports Race.;;;0;;;;
;MISC FWOT - Metropolis.mvar;Use Slayer GT FWOT. Supports 4v4.;;;0;;;;
;MISC FWOT - Tutropolis.mvar;Small towns provide classic engagement sights for armour battalions. play with FWOT gametype. Supports 6v6. Supports Race.;;;0;;;;
;MISC GhostBall.mvar;Hockey... but with Ghosts! Use with Action Sack GT GhostBall. 4-8 players recommended.;;;0;;;;
;MISC Gladiator Arena.mvar;Completely redone by Ultima* - Use with any Gladiators gametype in slayer - Fight to the death!;;;0;;;;
;MISC Gladiator Colosseum.mvar;Use with Gladiator gametypes! (in Slayer);;;0;;;;
;MISC Gladiator.mvar;Use slayer GT "Gladiator". ;;;0;;;;
;MISC HaloBall Court X.mvar;Red vs Blue, all HaloBall...all the time. (2-8p) Action Sack GT Halo Ball;;;0;;;;
;MISC HaloBall Court.mvar;The center of all major HaloBall tournaments. 2-8p. Use Action Sack GT Halo Ball;;;0;;;;
;MISC Heist - TD Bank.mvar;Use CTF GT The Heist DMRs;;;0;;;;
;MISC Heist - The Office.mvar;Armed men are attempting to steal valuable items from the office. Use CTF GT The Heist DMRs. Made by Sam The Great (2-16p);;;0;;;;
;MISC Hockey Rink.mvar;When in doubt, settle it on the ice! V2 - Use with Action Sack GT Hockey - 4-10 players;;;0;;;;
;MISC HP - Aquaside Pursuit.mvar;Made 4 hot pursuit , made by viking with help by orcishmiscreant and co boarders. Use with Infection GT "Hot Pursuit". (2 -16p);;;0;;;;
;MISC HP - Autobahn.mvar;Use infection GT Hot Pursuit. 2 - 16 players.;;;0;;;;
;MISC HP - Biohazard.mvar;Hot Pursuit map: made by MergedHook-like this map? than go to MergedHook's file share and get many more like this.;;;0;;;;
;MISC HP - Cliffside Pursuit.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Clifftop Pursuit.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Concave.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Hillcrest.mvar;Hot pursuit classic by Small Red Truck. Remade and modified for MCC by xDangles25x. Use Infection gametype Hot Pursuit.;;;0;;;;
;MISC HP - Hot Pursuit 1.3.mvar;Infection GT Hot Pursuit;;;0;;;;
;MISC HP - Intertwined.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Last Life.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Livewire.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - New York.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Ocean's Edge.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Paradise.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC HP - Uptown.mvar;Use infection GT Hot Pursuit;;;0;;;;
;MISC Indoor Soccer.mvar;Soccer in Halo! Use with action sack gamtype "Halo Ball". (2-12 players);;;0;;;;
;MISC Juggernaut.mvar;One flag CTF. Use with "One Flag CTF" gametype. (4-12 players);;;0;;;;
;MISC LGCS Evolved.mvar;"Low Gravity Combat Simulator." - Use Slayer GT LGCS TU Slayer DMRs or KoTH GT LGCS TU KoTH - 2-8p recommended.;;;0;;;;
;MISC Lon Lon Ranch.mvar;Use with Slayer gametype Wild Wild West. 1v1 / 2v2 / 3v3 / 4v4;;;0;;;;
;MISC Minesweeper Scenic.mvar;Minesweeper on a scenic Forerunner beach.;;;0;;;;
;MISC Minesweeper.mvar;is mine. is sweeper. are you a jokester?;;;0;;;;
;MISC NHPL - Aqua.mvar;Paintball stadium based on water. 4-16 players. Use with NHPL Paintball KoTH gametype.;;;0;;;;
;MISC NHPL - Beach.mvar;Paintball stadium based on a beach. 2-16 players. Use KoTH gametype NHPL Paintball.;;;0;;;;
;MISC NHPL - Cave.mvar;Paintball stadium based in a cave. 4-16 Players. Play with KoTH NHPL Paintball gametype.;;;0;;;;
;MISC NHPL - Rock.mvar;Paintball stadium based with rocks. 4-16 players. Use with KoTH gametype NHPL Paintball.;;;0;;;;
;MISC NHPL - Scuba.mvar;Use with KoTH gametype NHPL Paintball. 2-16 players.;;;0;;;;
;MISC NHPL - Speed.mvar;Paintball stadium based on speedball. 2-16 players. Use gametype NHPL Paintball.;;;0;;;;
;MISC NHPL - Village.mvar;Paintball stadium based at a village. 4-16 players. Use NHPL Paintball gametype.;;;0;;;;
;MISC Octagon (Ridgeland).mvar;Octagon, but on Ridgeline. Small lobbies.;;;0;;;;
;MISC Octagon (Small).mvar;by Shaolin Spartan. Use with any "Octagon" slayer variant. (2-10p) (10+ people hectic but possible);;;0;;;;
;MISC Octagon V2 (Large).mvar;This is the Octagon v2 Large. Made for warm ups, or just wasting time. Use with any "Octagon..." slayer variant. (2-16 players);;;0;;;;
;MISC Reach Sham Bo 2 Lanes.mvar;Use with slayer GT Reach Sham Bo. Map Made by TreeMan1714;;;0;;;;
;MISC Reach Sham Bo Hallway.mvar;Reach Sham Bo Hallway - Use Slayer GT Reach Sham Bo. 10-16 Players;;;0;;;;
;MINI Drag Race Badger City.mvar;Use with KOTH gametype Drag Race or with Drag Race+. Teams of 2!;;;1;;;;
;MISC RevBall.mvar;Soccer, but with Revenants! Use with Stockpile GT Revball. 4-8 players recommended.;;;0;;;;
;MISC Roulette.mvar;Take a chance. Think Pokemon Gym... Team Slayer with a twist. Use with Team Slayer (2-16 Players);;;0;;;;
;MISC SCHOOL - The University.mvar;To play with the Teacher infection gamemode. Now University Edition. Enjoy!;;;0;;;;
;MISC StickBall FFA.mvar;Use with Slayer gametype "StickBall". 6-12 players recommended.;;;0;;;;
;MISC StickBall RvB.mvar;Use with Slayer gametype "Team StickBall". Red vs Blue. (2-12 players);;;0;;;;
;MISC Sword - Terrain Fusion.mvar;3 Lives Energy Sword battle royale. Use with Slayer GT Sword (Yuwu's);;;0;;;;
;MISC Sword Tournament ('Original).mvar;Use with Slayer gametype "Sword Tournament". Test your sword skills in a bracket system. (2-16 players);;;0;;;;
;MISC Sword Tournament (Polar's).mvar;Use with slayer gamemode "Sword Tournament";;;0;;;;
;MISC Team Tac - City.mvar;Slayer GT Team Tac;;;0;;;;
;MISC Team Tac - Innercity.mvar;Tactical warfare map of Humanity Alliance. Use with Slayer gametype Team Tac.;;;0;;;;
;MISC Team Tac - Neutral B.mvar;Slayer GT Team Tac;;;0;;;;
;MISC Team Tac - Universe.mvar;Slayer GT Team Tac;;;0;;;;
;MINI HALO - D Bo's HALO.mvar;Use infection GT HALO;;;1;;;;
;MISC Woodland Chess.mvar;This ancient river powered chess board in the mountains was built with outdoor relaxation in mind. Action Sack GT Chess;;;0;;;;
;OBJ AIR WARS! (Modded).mvar; USE WITH AIR WARS GAMETYPES (ASSAULT OR CTF). Made By Ask Syntax;;;0;;;;
;OBJ Attack on the Control Room.mvar;Retrieve the index from the covenant before they activate halo. Use with Invasion (S). Made by Water x Maniac;;;0;;;;
;OBJ Bring Down The Sky.mvar;Fueled by desperation and hope Humanity stands firm. Is this enough to stop the Covenant? (12-16p invasion);;;0;;;;
;OBJ Broadcast.mvar;This island relay station houses senitive UNSC communications data. Invasion. 12 players.;;;0;;;;
;OBJ Bunker Complex.mvar;Fight for control of the bunker. Use the invasion gametype "inv_bunker" (12-16 players);;;0;;;;
;OBJ Canary.mvar;CTF map for Forgehub's Flag Reset Contest. 8-12 players.;;;0;;;;
;OBJ Cano.mvar;To be used with default Invasion. Huge vertical map taking place on Pinnacle and its surrounding.;;;0;;;;
;OBJ Capacitor.mvar;5v5 Objective Contest Submission.  Supports Territories, 1 Flag, 1 B)omb and Multi Flag.;;;0;;;;
;OBJ Cargo Port 3k.mvar;An updated version of the classic map, supports all gametypes except race. Use invasion GT Cargo Port. 6-12 players;;;0;;;;
;OBJ Castle Crashers.mvar;Patched archer boxes, kill ball, and crate blocking entrance. Fight to victory knights!!! Use CTF GT Castle Crashers;;;0;;;;
;OBJ Castle Rock.mvar;Civil war has erupted in England. The throne will be granted to those in control of the largest Castles. Invasion (16 players);;;0;;;;
;OBJ Castle Wars 4 Kingdoms.mvar;Castle Wars for 4v4v4v4! Red vs Blue vs Green vs Orange. Use with CTF gametype Castle Wars.;;;0;;;;
;SLYR Treasury.mvar;Community map from JoeSki73. (6-8p);;;0;;;;
;OBJ Castle Wars.mvar;OG Castle Wars with minor adjustments. Use with CTF gametype Castle Wars. 10-16 players recommended, red vs blue.;;;0;;;;
;OBJ CCS Silent Barbarian V2.mvar;Spartans: destroy this beautiful but deadly ship. Elites: send them on the Great Journey!! - Invasion GT same name;;;0;;;;
;OBJ Clarity.mvar;One Flag CTF and FFA. 8-16 players recommended.;;;0;;;;
;OBJ Cleansing Bomb 2.0.mvar;Invasion map on the island. Spartans attack, use with Invasion (S);;;0;;;;
;OBJ Coalition 6.mvar;Traditional Invasion map. Use with default Invasion, 6v6 recommended, 8v8 supported.;;;0;;;;
;OBJ D.C. Invasion.mvar;Defend the city as aliens attack Washington DC. ---Best played with Alien Invasion ---Crazy Asian 95;;;0;;;;
;OBJ Deference 1.3.mvar;City map for medium to large lobby Assault and CTF gametypes.;;;0;;;;
;OBJ Delta Halo.mvar;Remake of the campaign mission: Delta Halo from Halo 2. Use Invasion GT Delta Halo;;;0;;;;
;OBJ Desperado.mvar;Defend the village from the Orcs! Invasion gametype Halo RPG. 8~16 players.;;;0;;;;
;OBJ Eden.mvar;Push back the opposition. Made by LD from ForgeHub.com. Use Territorries GT Conquest;;;0;;;;
;OBJ Energy Cells.mvar;Traditional Invasion map. Use with invasion gametype "Invasion (S)". 6v6 recommended, 8v8 supported.;;;0;;;;
;OBJ Expeditious.mvar;Symmetrical fast paced CTF map. 4-16 players recommended.;;;0;;;;
;OBJ Extruder.mvar;Use with Territories GT Conquest Ex.;;;0;;;;
;OBJ Faceoff.mvar;CTF map for 10-16 players.;;;0;;;;
;OBJ Floodgate.mvar;Use with Invasion gametypes. Revamped with Thorage items.;;;0;;;;
;OBJ Frontline.mvar;Those who stand for nothing fall for anything. Fight with a Purpose, Soldier ~ 10-16 players recommended - Play w/ CTF GT Clash;;;0;;;;
;OBJ Galactic Warfare.mvar;New contact slipping in, unknown ID! Use with Assault gametype Air Wars, and let the battle among the stars begin! V1.4. 10-16p;;;0;;;;
;OBJ Gotham Vault.mvar;By: Mr Pokephile Xinshu & aDamnCivilian    Use with CTF GT Gothams Finest   Red: Defense - Blue: Offense ;;;0;;;;
;OBJ Hallwars.mvar;Use Territories gametype Hallway Warfare or As)sault gametype Hallway Neutral B)omb. Medium to large lobbies.;;;0;;;;
;OBJ Halo - Evolution.mvar;Humans have defiled the Holy Relic. Make them pay with their lives. Use the default Invasion gametype. 10-12 players.;;;0;;;;
;OBJ Halo - Legacy.mvar;A gun pointed at the universe. Use the Invasion gametype Halo - Legacy. 12-16 players.;;;0;;;;
;OBJ Halo Wars - Scorpion Pass.mvar;Madd Gidd Special Edition - 12-16 players - use KoTH GT Turkey HoDown;;;0;;;;
;OBJ Harbor 6.mvar;Traditional Invasion map, use with Invasion (S). 6v6 recommended, 8v8 supported.;;;0;;;;
;SLYR Terminal.mvar;Small asymmetrical map for 2-8 players.;;;0;;;;
;OBJ Hydrochloric.mvar;Use with Territories gametype BTB Conquest. 6v6 / 7v7 / 8v8;;;0;;;;
;OBJ Lethiferous.mvar;Invasion map. For use with Invasion gametype "Invasion (S)";;;0;;;;
;OBJ LOTR - Minas Tirith.mvar;The battle for middle earth. Invasion GT LOTR: A(s)sault on Gondor;;;0;;;;
;OBJ LOTR - Moria.mvar;And they call it a mine! A mine!? - Use Invasion GT LOTR;;;0;;;;
;OBJ LOTR - Osgiliath.mvar;Use with Territories GT LOTR Conquest;;;0;;;;
;OBJ MLG Zealot Ball.mvar;The "MLG Gametypes" gamertag is the only source to download the official Major League Gaming gamertag. Visit MLGpro.com;;;0;;;;
;OBJ Omaha Beach 1944.mvar;Relive history with the Allies or rewrite it with the Axis. By IIPuddsII & Axe of Asgaard. Use with same name.;;;0;;;;
;OBJ Outskirts (Halo 2).mvar;1 Flag CTF 8v8. Use with "Halo 2 Outskirts CTF".;;;0;;;;
;OBJ Overgrowth.mvar;Weathered by time, this facility still stands to protect its secrets. By: AbleSir Thomas and Yardbird92. Uses default invasion ;;;0;;;;
;OBJ Pearl Harbor.mvar;Banshee air raid on a spartan naval base. Default Invasion 12-16 players.;;;0;;;;
;OBJ Penninsula.mvar;Elite defense Invasion map set on a penninsula. Use with Invasion gametype Invasion (S). 12-16 players recommended.;;;0;;;;
;OBJ RAFT WARS! (Modded).mvar;USE WITH RAFT WARS (MODDED) CTF OR ASSAULT! Made By Ask Syntax;;;0;;;;
;OBJ Refinery.mvar;Version 7.8 MCC Patch (Invasion);;;0;;;;
;OBJ Sierra 117.mvar;Use with Invasion gametype S117. 6v6.;;;0;;;;
;OBJ Starfall V3.mvar;Drop into hell and fight for the skies. 12-16 players recommended. Use invasion GT Starfall;;;0;;;;
;OBJ Stockaid.mvar;Use with Territories GT Conquest;;;0;;;;
;SLYR The Observatory.mvar;Sealed in rock and rubble, the observatory still stands today. 2-10 players.;;;0;;;;
;SLYR Countdown (SWAT).mvar;It was only a matter of time before even the most clandestine UNSC operations were thrust into the public eye.4-12 players;;;0;;;;
